Name,Category,Area,Organisation,Temporal event,Sub category,Summary,Adress,y,x,Website,Performance pop up_valuable,Performance pop up_threatened,Performance pop up_community,Creative edin pop up_valuable,Creative edin pop up_threatened,Creative edin pop up_community,Sculpture workshop pop up_valuable,Sculpture workshop pop up_risk,Sculpture workshop pop up_vcommunity,W1_T1_valuable,W1_T1_risk,W1_T1_community,W1_T2_valuable,W1_T2_risk,W1_T2_community,W1_T3_valuable,W1_T3_risk,W1_T3_community,W1_T4_valuable,W1_T4_risk,W1_T4_community,W2_T1_valuable,W2_T1_risk,W2_T1_community,W2_T2_valuable,W2_T2_risk,W2_T2_community,W3_valuable,W3_risk,W3_community,Pop uo_NEA_value,Pop uo_NEA_risk,Pop uo_NEA_community,Sum,Value,Risk,Community
Royal Mile Primary School,Schools,,,,State Primary School,Royal Mile,86 Canongate,55.951709,-3.177156,http://www.royalmile.edin.sch.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sciennes Primary School,Schools,,,,State Primary School,Sciennes,10 Sciennes Road,55.938488,-3.187662,http://www.sciennes.ik.org/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sighthill Primary School,Schools,,,,State Primary School,Sighthill,1 Calder Park,55.91979,-3.293064,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Morningside Primary School,Schools,,,,State Primary School,South Morningside,116 Comiston Road,55.921362,-3.212071,http://www.southmorningside.edin.sch.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steiner school,Schools,,,,Waldorf,,"60 Spylaw Rd, Edinburgh EH10 5BR",55.931292,-3.22327,https://www.edinburghsteinerschool.org.uk/steiner-education/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
Stenhouse Primary School,Schools,,,,State Primary School,Stenhouse,4 Saughton Mains Street,55.930464,-3.263454,http://www.stenhouseprimary.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Primary School,Schools,,,,State Primary School,Stockbridge,17a Hamilton Place,55.959366,-3.2074,http://www.stockbridge.edin.sch.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
The Royal High Primary School,Schools,,,,State Primary School,The Royal High,61 Northfield Broadway,55.953562,-3.139669,http://www.royalhigh-pri.edin.sch.uk/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Royal High Secondary School,Schools,,,,State Secondary School,,East Barnton Avenue,55.964287,-3.284411,http://www.royalhigh.edin.sch.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tollcross Primary School,Schools,,,,State Primary School,Tollcross,117 Fountainbridge,55.943301,-3.206278,http://www.tollcross.edin.sch.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Towerbank Primary School,Schools,,,,State Primary School,Towerbank,Figgate Bank,55.954921,-3.112776,http://www.towerbank.edin.sch.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinity Academy,Schools,,,,State Secondary School,,Craighall Avenue,55.976429,-3.195354,http://www.trinity.edin.sch.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinity Primary School,Schools,,,,State Primary School,Trinity,181 Newhaven Road,55.976592,-3.19248,http://www.trinity-pri.edin.sch.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tynecastle High School,Schools,,,,State Secondary School,,17-19 McLeod Street,55.939434,-3.230182,http://www.tynecastle.edin.sch.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria Primary School,Schools,,,,State Primary School,Victoria,4-6 Newhaven Main Street,55.980322,-3.192476,http://www.victoria.edin.sch.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wardie Primary School,Schools,,,,State Primary School,Wardie,Granton Road,55.975282,-3.214427,http://www.wardie.edin.sch.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wester Hailes Education Centre,Schools,,,,State Secondary School,,5 Murrayburn Drive,55.917608,-3.289987,http://www.whec.edin.sch.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X Castleview Primary School,Schools,,,,State Primary School,X Castleview,2d Greendykes Road,55.930401,-3.135382,http://www.castleview.edin.sch.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X Pirniehall Primary School,Schools,,,,State Primary School,X Pirniehall,4 West Pilton Crescent,55.973644,-3.250685,http://www.pirniehall.edin.sch.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X Victoria Primary School,Schools,,,,State Primary School,X Victoria,4-6 Newhaven Main Street,55.980363,-3.192611,http://www.victoria.edin.sch.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annandale Mosque,Worship,,,,Mosque,,"43-45 Annandale St, Edinburgh EH7 4AZ",55.960547,-3.185283,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly Hall,Worship,,,"Fringe, Edinburgh Jazz & Blues festival, International festival",Church,The Assembly Hall is in the neo-gothic building situated directly East of Edinburgh Castle. With twin turrets forking above the skyline it is clearly visible as you climb up the Mound. ,"Mound Pl, Edinburgh EH1 2LU",55.94981,-3.195292,https://www.assemblyfestival.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Augustine's Church,Worship,,,Fringe,Church,"Augustine United Church on George IV Bridge is located in the heart of Edinburgh’s Old Town, just minutes away from the Royal Mile. ","41 George IV Bridge, Edinburgh EH1 1EL",55.947635,-3.191434,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balerno Parish Church,Worship,,,,Church,Community church with a number of halls on Edinburgh's outskirts. ,"52-2 Main St, Balerno EH14 7EH",55.884459,-3.340597,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barclay Viewforth Church of Scotland,Worship,,,,Church,Impressive looking church of Scotland building overlooking Bruntsfield Links with active local congregation. ,"1 Wright's Houses, Edinburgh EH10 4HN",55.940636,-3.203558,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackhall Mosque,Worship,,,,Mosque,,"1 House O'Hill Rd, Edinburgh EH4 2AJ",55.961255,-3.257541,http://blackhallmosque.com/aboutus.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Blackhall St Columba's Parish Church Hall,Worship,,,,Church,"Just off Queensferry Road on Columba Road, the church offers regular services as part of the Church of Scotland. ","5 Columba Rd, Edinburgh EH4 3QU",55.958204,-3.252065,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broughton St Mary's Church,Worship,,,Fringe,Church,New Town church with tall spire that opened for worship as Bellevue Church in 1824. ,"12 Bellevue Cres, Edinburgh EH3 6NE",55.960282,-3.193555,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruntsfield Church,Worship,,,Fringe,Church,Evangelical christian church - one of several Victorian steepled churches in the area - that serves the local community in Edinburgh's Bruntsfield area. Venue hire ,"70 Leamington Terrace, Edinburgh EH10 4JU",55.938097,-3.207166,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buccleuch Free Church,Worship,,,,Church,"A 19th century gothic style church building – still in use today, every Sunday for morning (11:00) and evening (17:30) worship services. ","10 W Crosscauseway, Edinburgh EH8 9AT",55.944226,-3.184729,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canongate Kirk,Worship,,,Fringe,Church,"Built in 1688, this beautifully light and spacious Kirk serves both Holyrood Palace and Edinburgh Castle. Experience its wonderful 'cathedral' acoustic at a concert or a regular service. ","153 Canongate, Edinburgh EH8 8BN",55.95182,-3.179601,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catholic Church of the Sacred Heart,Worship,,,,Church,A Society of Jesus (Jesuit) community has been established at the Church of the Sacred Heart since the parish was formed in 1859. ,"28 Lauriston St, Edinburgh EH3 9DJ",55.945276,-3.201503,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Hall,Worship,,,Fringe,Church,"Central is primarily a Church and a sometime concert, exhibition, or entertainment venue with hundred-year-old stained glass in the art nouveau style and a great acoustic. ","2 W Tollcross, Edinburgh EH3 9BP",55.943792,-3.204295,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chabad LUBAVITCH OF EDINBURGH,Worship,,Orthodox synagogue,,Synagogue,,"33 W Preston St, Edinburgh EH8 9PY",55.938949,-3.180916,"33 W Preston St, Edinburgh EH8 9PY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte Chapel,Worship,,,Fringe,Church,Centrally located Baptist church. ,"58 Shandwick Pl, Edinburgh EH2 4RT",55.949455,-3.210529,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christ Church,Worship,,,,Church,Scottish Episcopal Church located at Holy Corner in Morningside. ,"6a Morningside Rd, Edinburgh EH10 4DD",55.934527,-3.210464,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Church of the Sacred Heart,Worship,,,,Church,"1860 Roman Catholic church, located between the Grassmarket and Tollcross, on the edge of Edinburgh's historic Old Tow ","28 Lauriston St, Edinburgh EH3 9DJ",55.945227,-3.201423,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City of Edinburgh Methodist Church,Worship,,,,Church,"Formerly known as 'Nicolson Square Methodist Church', four congregations joined together to create the current church in 19th century building on a corner of this small green square. ","25 Nicolson Square, Edinburgh EH8 9BX",55.945468,-3.186023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craiglockhart Parish Church,Worship,,,,Church,Church of Scotland Church to the South West of the City Centre. On the bus route for Colinton Road and Slateford Road (number 4 stops outside) and train (Slateford Station). ,"Craiglockhart Dr N, Edinburgh EH14 1HS",55.921537,-3.242715,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Dalmeny Kirk,Worship,,,,Church,Dalmeny Kirk is an outstanding example of a Norman church still in regular use today. ,"Main St, Dalmeny, Midlothian, EH30 9TT",55.982782,-3.372727,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dar Al-Arqam Mosque,Worship,,,,Mosque,,"59 Lauriston Pl, Edinburgh EH3 9HY",55.944517,-3.199992,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Destiny Centre Gorgie,Worship,,,,Church,"A 600-seat capacity auditorium offering both a full-size cinema screen and stage area, with onlooking cafe for beverages and snacks. ","52 Gorgie Rd, Edinburgh EH11 2NB",55.938999,-3.227878,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duddingston Kirk,Worship,,,Fringe,Church,"Duddingston Kirk lies on the south-east slopes of Arthur's Seat.  Part of the Church of Scotland, it is one of the oldest churches still in use in Scotland. ","5 Old Church Ln, Edinburgh EH15 3PX",55.941195,-3.149042,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edinburgh Central Mosque,Worship,,,,Mosque,,"50 Potterrow, Edinburgh EH8 9BT",55.944913,-3.185994,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Edinburgh Elim Church,Worship,,,,Church,Edinburgh's Elim Pentecostal church is a functioning church at Holy Corner in Morningside throughout the year. It also serves as a venue for the Edinburgh Fringe Festival in August. ,"18 Morningside Rd, Edinburgh EH10 4DB",55.933535,-3.210388,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edinburgh Hebrew Congregation,Worship,,Orthodox synagogue,,Synagogue,,"4a Salisbury Rd, Edinburgh EH16 5AB",55.93792,-3.175087,http://www.ehcong.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edinburgh Tabernacle,Worship,,,Fringe,Church,"Church hall which operates as a venue during the Fringe. Seating for 120, bar and catering facilities. ","41-42 Inverleith Gardens, Edinburgh EH3 5PR",55.97059,-3.213773,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairmilehead Parish Church Halls,Worship,,,,Church,"Fairmilehead Parish Church is a congregation of the Church of Scotland in Edinburgh serving a community of over 12,000. ","1a Frogston Rd W, Edinburgh EH10 7AA",55.90141,-3.203403,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorgie Parish Church,Worship,,,,Church,"Part of the Church of Scotland, Gorgie Parish Church conducts weekly services and also operates as a venue during the Fringe. ","190-192 Gorgie Rd, Edinburgh EH11 2NX",55.937859,-3.232705,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greyfriars Kirk,Worship,,,"Fringe, International festival",Church,"Greyfriars Kirk, also known as Greyfriars Tolbooth and Highland Kirk, was the first church built in Edinburgh after the Reformation and opened in 1620. ","1 Greyfriars, Edinburgh EH1 2QQ",55.946651,-3.192283,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inverleith's St Serf's Church and Hall,Worship,,,Fringe,Church,"Offering weekly services in the church proper, St Serf's also provides two halls for community events, licensed for theatre productions throughout the year. ","1A Clark Rd, Edinburgh EH5 3BD",55.972011,-3.205174,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iqra Academy Edinburgh,Worship,,,,Mosque,,"10 E Suffolk Rd, Edinburgh EH16 5PH",55.930081,-3.168178,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King's Hall,Worship,,,Fringe,Church,"Renovated traditional church building owned by the Community Church since 1985, which is also used as a venue for festivals and events. ","41A S Clerk St, Edinburgh EH8 9NZ",55.940497,-3.180246,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirk O'Field Parish Church,Worship,,,,Church,"The Kirk o'Field is best known as the site of the mysterious murder in 1567 of Lord Darnley, Mary Queen of Scots second husband. ","140 Pleasance, Edinburgh EH8 9RR",55.945654,-3.1813,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leith St Andrew’s Church,Worship,,,Fringe,Church,"Church of Scotland church in Leith. Weekly services, Sunday club and community events and concerts. ","410-412 Easter Rd, Edinburgh EH6 8HT",55.968642,-3.167282,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mansfield Traquair Centre,Worship,,,Fringe,Church,Veteran Fringe-goers may remember the former catholic Mansfield church building at the foot of Broughton Street when as Cafe Grafitti it buzzed with live music acts from around the world. Or maybe... ,"15 Mansfield Pl, Edinburgh EH3 6BB",55.959642,-3.190887,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marchmont St Giles' Parish Church,Worship,,,,Church,,"3 Kilgraston Rd, Edinburgh EH9 2DW",55.934124,-3.193348,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Mayfield Salisbury Church,Worship,,,Fringe,Church,"Housed in a tall, steepled church designed by Hippolyte Blanc, and opened in 1879.  ","18 W Mayfield, Edinburgh EH9 1TQ",55.933107,-3.177409,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meadowbank Church,Worship,,Presbyterian church,,Church,,"83 London Rd, Edinburgh EH7 5TT",55.956993,-3.164193,http://meadowbank.church,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mescid-i Eyüp Sultan And Turkish Community Centre,Worship,,,,Mosque,,"207 Balgreen Rd, Edinburgh EH11 2RZ",55.934461,-3.246001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohiuddin Jamia Masjid & Education Centre,Worship,,,,Mosque,,"123 Great Jct St, Edinburgh EH6 5JB",55.972554,-3.175363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morningside Parish church,Worship,,,,Church,,"Morningside Parish Church, 2 Cluny Gardens, Edinburgh EH10 6BQ",55.924355,-3.20886,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Murrayfield Parish Church Centre,Worship,,,Fringe,Church,"Church of Scotland Parish Church and a part of the Edinburgh Presbytery, Murrayfield Parish Church is adjoined by the Church Centre, which serves as a venue during ","2B Ormidale Terrace, Edinburgh EH12 6EQ",55.946018,-3.240449,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Saint Paul's Church,Worship,,,Fringe,Church,"Oldest active Scottish Episcopal church whose activities range from church services to live classical music concerts, feeding and sheltering the homeless. ","63 Jeffrey St, Edinburgh EH1 1DH",55.951047,-3.187048,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palmerston Place Church,Worship,,,Fringe,Church,"Modelled on Saint-Sulpice in Paris, this church dates from 1875 and offers weekly services as part of the Church of Scotland.  ","10 Palmerston Pl, Edinburgh EH12 5AA",55.94734,-3.216262,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pilrig Church,Worship,,,,Church,Large Church of Scotland building in the French Gothic tradition. ,"1B Pilrig St, Edinburgh EH6 5AH",55.963872,-3.178163,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polwarth Parish Church,Worship,,,,Church,Traditional steepled church set alongside the Union Canal near Harrison Park. ,"36-38 Polwarth Terrace, Edinburgh EH11 1LU",55.933816,-3.223631,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preistfield church,Worship,,,,Church,,"2 Marchhall Pl, Edinburgh EH16 5HW",55.936356,-3.169758,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Quaker Meeting House,Worship,,,Fringe,Church,"The Quaker Meeting House, aka the Friends' Meeting House, is one of the two general gathering places for Edinburgh's Quakers, located just off the High Street overlooking Victoria Street. ","7 Victoria St, Edinburgh EH1 2JL",55.948868,-3.193821,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Ninian's Church Corstorphine,Worship,,,,Church,,"144 St John's Rd, Edinburgh EH12 8AY",55.943227,-3.285215,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Stephen's Stockbridge,Worship,,,,Church,"No longer used for Sunday services, the towering Stockbridge Church was bought by the Benzies Foundation from the Church of Scotland on 27th June 2014, with plans to ensure long term community use and ","St Stephen St, Edinburgh EH3 5AB",55.958563,-3.203506,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saughtonhall United Reformed Church,Worship,,,Fringe,Church,"Saughtonhall Church was formed in 1929 and is a local community based church, part of the UK wide United Reformed Church. Has an active drama group. ","87 Saughtonhall Dr, Edinburgh EH12 5TR",55.941639,-3.251209,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shahjalal Mosque And Islamic Centre,Worship,,,,Mosque,,"8A Annandale St, Edinburgh EH7 4AN",55.96022,-3.183798,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
